STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/2/2014,8.05,0,0,0,73,81,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/3/2014,6.93,0,0,0,65,71,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/4/2014,8.05,0,0,0,64,75,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/5/2014,4.92,0,0,0,64,76,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/6/2014,6.71,0,0,0,69,84,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/7/2014,9.17,0,0,0,71,81,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/8/2014,7.83,0,0,0,72,86,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/9/2014,5.14,0,0,0,70,80,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/10/2014,4.92,0,0,0,67,84,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/11/2014,4.92,0,0,0,73,88,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/12/2014,4.92,0,0,0,76,90,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/13/2014,5.82,0,0,0,75,85,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/14/2014,6.26,0,0,0,69,82,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/15/2014,5.14,0,0,0,68,88,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/16/2014,5.37,0,0,0,74,88,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/17/2014,8.28,0,0,0,68,80,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/18/2014,6.26,0,0,0,63,75,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/19/2014,12.08,0,0,0,67,78,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/20/2014,6.26,0,0,0,63,67,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/21/2014,4.92,0,0,0,62,75,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/22/2014,2.46,0.01,0,0,62,70,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/23/2014,7.38,0.76,0,0,63,66,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/24/2014,10.51,0,0,0,60,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/25/2014,6.04,0,0,0,62,73,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/26/2014,8.05,0,0,0,66,79,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/27/2014,9.17,0,0,0,69,83,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/28/2014,8.28,0,0,0,72,87,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/29/2014,6.26,0,0,0,74,86,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/30/2014,7.61,0,0,0,71,85,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/31/2014,9.17,0,0,0,74,87,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/1/2014,7.38,0,0,0,74,84,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/2/2014,3.8,0.02,0,0,72,85,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/3/2014,5.82,0,0,0,72,89,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/4/2014,5.82,0,0,0,76,91,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/5/2014,6.04,0,0,0,68,77,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/6/2014,4.92,0,0,0,67,79,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/7/2014,5.37,0,0,0,66,78,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/8/2014,6.49,0,0,0,65,78,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/9/2014,9.17,0,0,0,69,81,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/10/2014,7.61,0,0,0,71,87,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/11/2014,5.82,0.02,0,0,77,96,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/12/2014,6.93,0.5,0,0,75,81,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/13/2014,6.04,0.85,0,0,66,74,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/14/2014,1.34,0,0,0,67,70,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/15/2014,3.36,0.04,0,0,66,76,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/16/2014,4.92,0,0,0,67,78,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/17/2014,6.26,0,0,0,69,82,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/18/2014,7.38,0,0,0,71,85,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/19/2014,5.37,0,0,0,72,81,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/20/2014,8.05,0,0,0,65,71,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/21/2014,3.8,0,0,0,61,70,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/22/2014,6.49,0,0,0,64,75,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/23/2014,4.47,0,0,0,67,82,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/24/2014,5.14,0,0,0,66,77,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/25/2014,4.47,0,0,0,69,84,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/26/2014,4.03,0,0,0,73,88,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/27/2014,3.58,0,0,0,74,84,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/28/2014,5.14,0,0,0,67,74,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/29/2014,7.61,0,0,0,65,73,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/30/2014,4.92,0.33,0,0,63,64,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/31/2014,4.25,0.05,0,0,61,70,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/1/2014,5.59,0,0,0,63,74,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/2/2014,9.62,0.12,0,0,65,68,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/3/2014,6.04,0,0,0,60,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/4/2014,6.93,0,0,0,62,75,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/5/2014,14.54,0,0,0,67,82,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/6/2014,6.49,0,0,0,71,90,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/7/2014,4.7,0,0,0,70,83,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/8/2014,6.26,0,0,0,64,70,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/9/2014,5.14,0,0,0,62,71,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/10/2014,8.72,0,0,0,62,72,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/11/2014,11.86,0,0,0,64,76,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/12/2014,13.2,0,0,0,65,76,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/13/2014,9.4,0,0,0,67,83,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/14/2014,4.03,0,0,0,68,86,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/15/2014,2.68,0,0,0,70,87,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/16/2014,6.26,0,0,0,67,72,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/17/2014,5.14,0.02,0,0,65,73,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/18/2014,6.93,0.01,0,0,63,67,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/19/2014,6.26,0,0,0,66,75,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/20/2014,9.84,0,0,0,65,76,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/21/2014,6.71,0,0,0,66,79,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/22/2014,4.7,0.01,0,0,65,72,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/23/2014,5.59,0.72,0,0,63,66,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/24/2014,6.04,0.8,0,0,62,66,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/25/2014,5.59,0.17,0,0,62,71,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/26/2014,7.38,0.35,0,0,61,68,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/27/2014,7.16,0,0,0,61,69,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/28/2014,4.47,0,0,0,59,66,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/29/2014,7.83,0.03,0,0,57,62,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/30/2014,5.82,0,0,0,58,67,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/1/2014,4.7,0,0,0,58,65,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/2/2014,4.47,0,0,0,59,67,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/3/2014,2.24,0,0,0,58,72,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/4/2014,2.68,0,0,0,62,71,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/5/2014,3.13,0,0,0,61,75,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/6/2014,5.59,0,0,0,64,78,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/7/2014,2.24,0,0,0,62,66,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/8/2014,4.03,0,0,0,60,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/9/2014,2.24,0,0,0,58,63,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/10/2014,8.5,0.01,0,0,56,65,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/11/2014,7.83,0.29,0,0,60,65,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/12/2014,4.7,0,0,0,58,64,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/13/2014,6.93,0.3,0,0,59,70,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/14/2014,4.92,0.28,0,0,58,62,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/15/2014,10.51,0.34,0,0,56,61,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/16/2014,7.38,0,0,0,57,69,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/17/2014,6.71,0.13,0,0,60,62,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/18/2014,4.25,0.59,0,0,59,67,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/19/2014,7.16,0,0,0,62,72,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/20/2014,6.93,0.46,0,0,60,61,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/21/2014,10.51,0.04,0,0,56,61,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/22/2014,11.18,1.26,0,0,57,60,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/23/2014,10.29,0.37,0,0,54,58,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/24/2014,7.16,0.16,0,0,51,58,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/25/2014,12.08,0.24,0,0,53,62,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/26/2014,11.18,0.06,0,0,52,55,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/27/2014,5.37,0.03,0,0,50,60,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/28/2014,8.72,0.5,0,0,53,59,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/29/2014,6.93,0.02,0,0,57,62,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/30/2014,7.16,1,0,0,57,60,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/31/2014,4.47,0.67,0,0,53,55,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/1/2014,2.68,0,0,0,50,52,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/2/2014,6.49,0.07,0,0,49,56,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/3/2014,10.74,0.43,0,0,53,57,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/4/2014,7.38,0.16,0,0,55,58,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/5/2014,4.7,0.19,0,0,54,59,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/6/2014,14.99,0.16,0,0,57,62,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/7/2014,5.14,0,0,0,51,58,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/8/2014,1.79,0,0,0,47,55,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/9/2014,6.71,0.2,0,0,49,56,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/10/2014,8.72,0,0,0,48,52,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/11/2014,17.22,0,0,0,44,46,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/12/2014,17,0,0,0,37,44,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/13/2014,10.51,0,0,0,38,45,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/14/2014,10.07,0,0,0,37,45,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/15/2014,9.4,0,0,0,37,47,29
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/16/2014,9.4,0,0,0,38,49,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/17/2014,4.25,0,0,0,39,51,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/18/2014,2.01,0,0,0,39,45,31
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/19/2014,4.25,0,0,0,42,52,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/20/2014,4.7,0.14,0,0,46,52,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/21/2014,10.51,0.6,0,0,49,52,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/22/2014,10.51,0.02,0,0,47,49,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/23/2014,11.41,0.47,0,0,48,55,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/24/2014,8.5,0.05,0,0,44,53,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/25/2014,10.07,0.72,0,0,50,57,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/26/2014,8.72,0.01,0,0,56,59,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/27/2014,14.76,0.13,0,0,56,58,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/28/2014,12.97,1.35,0,0,52,55,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/29/2014,11.86,0.14,0.8,0,35,40,24
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/30/2014,9.84,0,0,0,28,37,23
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/1/2014,4.92,0,0,0,32,40,26
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/2/2014,12.75,0,0,0,33,42,26
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/3/2014,8.05,0,0,0,38,50,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/4/2014,2.46,0.03,0,0,42,47,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/5/2014,6.93,0.12,0,0,46,55,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/6/2014,8.05,0.29,0,0,50,53,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/7/2014,6.26,0,0,0,50,58,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/8/2014,9.4,0.36,0,0,53,58,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/9/2014,11.41,0.39,0,0,54,61,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/10/2014,14.99,0.51,0,0,57,66,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/11/2014,14.32,0.27,0,0,52,58,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/12/2014,8.28,0,0,0,51,52,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/13/2014,2.46,0,0,0,46,50,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/14/2014,7.83,0,0,0,42,55,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/15/2014,13.2,0,0,0,49,54,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/16/2014,8.95,0,0,0,49,50,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/17/2014,3.58,0.11,0,0,47,48,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/18/2014,6.93,0.51,0,0,46,49,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/19/2014,9.62,0.12,0,0,48,52,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/20/2014,12.3,0.77,0,0,46,55,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/21/2014,11.63,0,0,0,52,55,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/22/2014,3.36,0,0,0,49,51,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/23/2014,8.5,0.81,0,0,47,54,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/24/2014,4.03,0.21,0,0,42,45,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/25/2014,4.92,0,0,0,42,46,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/26/2014,2.68,0,0,0,38,42,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/27/2014,10.96,0.13,0,0,42,49,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/28/2014,4.03,0.16,0,0,43,44,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/29/2014,9.62,0,0,0,39,43,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/30/2014,8.05,0,0,0,34,38,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/31/2014,6.71,0,0,0,32,38,27
